timeOpen;timeClose;timeHigh;timeLow;name;open;high;low;close;volume;marketCap;timestamp
"2010-12-31T00:00:00.000Z";"2010-12-31T23:59:59.999Z";"2010-12-31T21:01:00.000Z";"2010-12-31T04:45:00.000Z";"2783";0.4997522447;0.5406045023;0.430302044;0.4980468016;2423.562708502;2509484.705309672;"2010-12-31T23:59:59.999Z"
"2010-12-30T00:00:00.000Z";"2010-12-30T23:59:59.999Z";"2010-12-30T13:00:00.000Z";"2010-12-30T00:28:00.000Z";"2783";0.4925309477;0.605570185;0.4875860899;0.4999097996;4232.9695645249;2505426.0709559303;"2010-12-30T23:59:59.999Z"
"2010-12-29T00:00:00.000Z";"2010-12-29T23:59:59.999Z";"2010-12-29T11:45:00.000Z";"2010-12-29T00:00:00.000Z";"2783";0.4623966888;0.6136128948;0.4623966888;0.4967820765;31268.1766066946;2489032.965029412;"2010-12-29T23:59:59.999Z"
"2010-12-28T00:00:00.000Z";"2010-12-28T23:59:59.999Z";"2010-12-28T01:45:00.000Z";"2010-12-28T00:00:00.000Z";"2783";0.4564728404;0.5838746684;0.4564728404;0.4620319912;26170.105006803;2312481.0581296226;"2010-12-28T23:59:59.999Z"
"2010-12-27T00:00:00.000Z";"2010-12-27T23:59:59.999Z";"2010-12-27T19:43:00.000Z";"2010-12-27T01:26:00.000Z";"2783";0.4409762373;0.5032552312;0.3927751272;0.4550004342;8368.4721002718;2274654.1499198205;"2010-12-27T23:59:59.999Z"
"2010-12-26T00:00:00.000Z";"2010-12-26T23:59:59.999Z";"2010-12-26T18:42:00.000Z";"2010-12-26T02:32:00.000Z";"2783";0.4233613348;0.4862170257;0.3634542112;0.4414076883;28025.0395004159;2197470.933499679;"2010-12-26T23:59:59.999Z"
"2010-12-25T00:00:00.000Z";"2010-12-25T23:59:59.999Z";"2010-12-25T00:34:00.000Z";"2010-12-25T03:50:00.000Z";"2783";0.4212817496;0.439689438;0.3730303395;0.4233828269;1188.5860243284;2104667.803247113;"2010-12-25T23:59:59.999Z"
"2010-12-24T00:00:00.000Z";"2010-12-24T23:59:59.999Z";"2010-12-24T20:55:00.000Z";"2010-12-24T01:09:00.000Z";"2783";0.4292575973;0.4612630794;0.3690306075;0.4210017349;8559.6856871585;2095986.769621304;"2010-12-24T23:59:59.999Z"
"2010-12-23T00:00:00.000Z";"2010-12-23T23:59:59.999Z";"2010-12-23T00:31:00.000Z";"2010-12-23T08:04:00.000Z";"2783";0.4556545982;0.4654380348;0.3581336319;0.4295918646;14672.5995908956;2128745.835602235;"2010-12-23T23:59:59.999Z"
"2010-12-22T00:00:00.000Z";"2010-12-22T23:59:59.999Z";"2010-12-22T01:30:00.000Z";"2010-12-22T00:21:00.000Z";"2783";0.4538817573;0.5156834813;0.4280780528;0.4553788821;6399.9280818112;2253226.1078568194;"2010-12-22T23:59:59.999Z"
