timeOpen;timeClose;timeHigh;timeLow;name;open;high;low;close;volume;marketCap;timestamp
"2012-12-31T00:00:00.000Z";"2012-12-31T23:59:59.999Z";"2012-12-31T01:43:00.000Z";"2012-12-31T20:38:00.000Z";"2783";27.604922454;33.9837236988;26.0132769591;27.7145247088;30704.8609476845;293965323.2803348;"2012-12-31T23:59:59.999Z"
"2012-12-30T00:00:00.000Z";"2012-12-30T23:59:59.999Z";"2012-12-30T02:29:00.000Z";"2012-12-30T23:40:00.000Z";"2783";27.6755685362;36.3667643538;26.5431740512;27.595290737;24090.0671988735;292752772.4197576;"2012-12-30T23:59:59.999Z"
"2012-12-29T00:00:00.000Z";"2012-12-29T23:59:59.999Z";"2012-12-29T01:33:00.000Z";"2012-12-29T07:55:00.000Z";"2783";27.5783181567;30.2820448899;24.4231089112;27.6105998809;53578.1160123478;292494483.10040486;"2012-12-29T23:59:59.999Z"
"2012-12-28T00:00:00.000Z";"2012-12-28T23:59:59.999Z";"2012-12-28T10:51:00.000Z";"2012-12-28T21:29:00.000Z";"2783";27.5126051568;29.3157964054;24.5603393711;27.5768505346;48651.9084089341;293133717.8120634;"2012-12-28T23:59:59.999Z"
"2012-12-27T00:00:00.000Z";"2012-12-27T23:59:59.999Z";"2012-12-27T01:21:00.000Z";"2012-12-27T12:47:00.000Z";"2783";27.6314825228;32.0101763591;24.6859069629;27.5142182527;40582.5538927175;291589035.7774411;"2012-12-27T23:59:59.999Z"
"2012-12-26T00:00:00.000Z";"2012-12-26T23:59:59.999Z";"2012-12-26T05:28:00.000Z";"2012-12-26T00:32:00.000Z";"2783";27.6075862435;27.6415286268;7.3216173636;27.6415286268;32618.437849528;292832137.20583445;"2012-12-26T23:59:59.999Z"
"2012-12-25T00:00:00.000Z";"2012-12-25T23:59:59.999Z";"2012-12-25T13:02:00.000Z";"2012-12-25T01:06:00.000Z";"2783";27.9577622061;29.5122299478;23.2034130531;27.9334671274;27453.207610872;295695484.8417581;"2012-12-25T23:59:59.999Z"
"2012-12-24T00:00:00.000Z";"2012-12-24T23:59:59.999Z";"2012-12-24T08:48:00.000Z";"2012-12-24T00:48:00.000Z";"2783";27.683542142;31.4511774128;26.100753591;27.9836903383;34747.7605657989;296262192.78227973;"2012-12-24T23:59:59.999Z"
"2012-12-23T00:00:00.000Z";"2012-12-23T23:59:59.999Z";"2012-12-23T02:12:00.000Z";"2012-12-23T12:37:00.000Z";"2783";28.3535805541;34.9130663903;27.602543634;27.6549020263;49596.844158521;292689486.962892;"2012-12-23T23:59:59.999Z"
"2012-12-22T00:00:00.000Z";"2012-12-22T23:59:59.999Z";"2012-12-22T22:43:00.000Z";"2012-12-22T05:51:00.000Z";"2783";28.0294162097;29.5002955048;23.4496924245;28.1348833159;30689.1031890414;297261564.31773025;"2012-12-22T23:59:59.999Z"
"2012-12-21T00:00:00.000Z";"2012-12-21T23:59:59.999Z";"2012-12-21T04:46:00.000Z";"2012-12-21T01:00:00.000Z";"2783";27.926978306;31.2037238533;26.2323846157;28.0701935837;52225.729533851;295561160.9560335;"2012-12-21T23:59:59.999Z"
"2012-12-20T00:00:00.000Z";"2012-12-20T23:59:59.999Z";"2012-12-20T01:26:00.000Z";"2012-12-20T19:07:00.000Z";"2783";27.9860772184;30.9009172511;24.7578838521;27.9271228945;68406.4845547712;297114775.7675866;"2012-12-20T23:59:59.999Z"
"2012-12-19T00:00:00.000Z";"2012-12-19T23:59:59.999Z";"2012-12-19T21:22:00.000Z";"2012-12-19T08:02:00.000Z";"2783";27.9523125286;29.7213602398;23.3003510926;27.9591175728;81169.2095960187;297346552.12057567;"2012-12-19T23:59:59.999Z"
"2012-12-18T00:00:00.000Z";"2012-12-18T23:59:59.999Z";"2012-12-18T00:47:00.000Z";"2012-12-18T09:37:00.000Z";"2783";27.9606821637;29.0561103674;23.3122499574;27.9737873078;48593.8498122067;295611802.67325306;"2012-12-18T23:59:59.999Z"
"2012-12-17T00:00:00.000Z";"2012-12-17T23:59:59.999Z";"2012-12-17T00:14:00.000Z";"2012-12-17T11:11:00.000Z";"2783";28.5072728313;28.9809976877;23.352644498;28.0162385675;132855.1813857275;295972999.7278217;"2012-12-17T23:59:59.999Z"
"2012-12-16T00:00:00.000Z";"2012-12-16T23:59:59.999Z";"2012-12-16T00:46:00.000Z";"2012-12-16T02:01:00.000Z";"2783";28.3961455748;29.8377118983;25.2795770647;28.4834429779;88959.5149275842;300813285.24777824;"2012-12-16T23:59:59.999Z"
"2012-12-15T00:00:00.000Z";"2012-12-15T23:59:59.999Z";"2012-12-15T10:21:00.000Z";"2012-12-15T07:12:00.000Z";"2783";28.6816297291;31.5365941951;26.8037120853;28.3798818008;31588.2752752373;299462518.5310909;"2012-12-15T23:59:59.999Z"
"2012-12-14T00:00:00.000Z";"2012-12-14T23:59:59.999Z";"2012-12-14T09:37:00.000Z";"2012-12-14T00:15:00.000Z";"2783";28.7221151568;34.5238461439;26.8570377463;28.6807187063;145863.7367790513;302733948.6835559;"2012-12-14T23:59:59.999Z"
"2012-12-13T00:00:00.000Z";"2012-12-13T23:59:59.999Z";"2012-12-13T02:29:00.000Z";"2012-12-13T00:23:00.000Z";"2783";28.432728242;33.7708688794;27.0598631387;28.6658693198;50383.4383697333;302500527.5728762;"2012-12-13T23:59:59.999Z"
"2012-12-12T00:00:00.000Z";"2012-12-12T23:59:59.999Z";"2012-12-12T05:59:00.000Z";"2012-12-12T18:23:00.000Z";"2783";28.1999470065;32.9569286511;27.16992975;28.413284246;78265.351074709;299623886.55956525;"2012-12-12T23:59:59.999Z"
"2012-12-11T00:00:00.000Z";"2012-12-11T23:59:59.999Z";"2012-12-11T21:19:00.000Z";"2012-12-11T02:18:00.000Z";"2783";28.0427309653;29.335997139;23.0584209855;28.1737138863;58283.9475251537;297387501.0351045;"2012-12-11T23:59:59.999Z"
"2012-12-10T00:00:00.000Z";"2012-12-10T23:59:59.999Z";"2012-12-10T15:52:00.000Z";"2012-12-10T08:12:00.000Z";"2783";28.049231607;30.8094709107;23.9755300146;28.1180894857;51415.9124632111;297176171.1600402;"2012-12-10T23:59:59.999Z"
"2012-12-09T00:00:00.000Z";"2012-12-09T23:59:59.999Z";"2012-12-09T02:01:00.000Z";"2012-12-09T00:28:00.000Z";"2783";28.1870166541;35.0759730863;27.3326975148;28.0493970749;58296.1379680851;295609644.7502887;"2012-12-09T23:59:59.999Z"
"2012-12-08T00:00:00.000Z";"2012-12-08T23:59:59.999Z";"2012-12-08T10:34:00.000Z";"2012-12-08T15:54:00.000Z";"2783";28.1376183729;29.8518019009;24.6687919377;28.1724585609;27475.2363959252;296496450.42461395;"2012-12-08T23:59:59.999Z"
"2012-12-07T00:00:00.000Z";"2012-12-07T23:59:59.999Z";"2012-12-07T00:21:00.000Z";"2012-12-07T17:25:00.000Z";"2783";27.9945644488;30.0084456323;23.4533045409;28.1387133757;68374.9296048067;296366572.6648012;"2012-12-07T23:59:59.999Z"
"2012-12-06T00:00:00.000Z";"2012-12-06T23:59:59.999Z";"2012-12-06T16:24:00.000Z";"2012-12-06T02:35:00.000Z";"2783";28.0592191037;31.6514378825;24.6712823;28.0166800007;98310.0010994632;297550150.9291725;"2012-12-06T23:59:59.999Z"
"2012-12-05T00:00:00.000Z";"2012-12-05T23:59:59.999Z";"2012-12-05T11:07:00.000Z";"2012-12-05T01:47:00.000Z";"2783";27.8419473517;28.9825974113;23.4793126232;28.0823765726;62997.5009703098;297026919.4035832;"2012-12-05T23:59:59.999Z"
"2012-12-04T00:00:00.000Z";"2012-12-04T23:59:59.999Z";"2012-12-04T12:51:00.000Z";"2012-12-04T01:11:00.000Z";"2783";6.0010575776;32.6158440709;6.0010575776;27.8503258895;29909.8258956699;65671073.861912295;"2012-12-04T23:59:59.999Z"
"2012-12-03T00:00:00.000Z";"2012-12-03T23:59:59.999Z";"2012-12-03T00:43:00.000Z";"2012-12-03T02:04:00.000Z";"2783";26.517063588;27.8150639707;22.9232535602;26.8182535958;56500.8517490483;282124340.3225354;"2012-12-03T23:59:59.999Z"
