timeOpen;timeClose;timeHigh;timeLow;name;open;high;low;close;volume;marketCap;timestamp
"2023-12-31T00:00:00.000Z";"2023-12-31T23:59:59.999Z";"2023-12-31T09:46:00.000Z";"2023-12-31T02:53:00.000Z";"2783";204543.0155935928;207982.6986936334;203796.5340649484;205090.3763739287;79568846575.89249;4016953065726.759;"2023-12-31T23:59:59.999Z"
"2023-12-30T00:00:00.000Z";"2023-12-30T23:59:59.999Z";"2023-12-30T16:18:00.000Z";"2023-12-30T09:45:00.000Z";"2783";204250.1876116959;206639.4173767202;201651.5450713941;204566.3206723316;77707559632.05281;4006450415035.474;"2023-12-30T23:59:59.999Z"
"2023-12-29T00:00:00.000Z";"2023-12-29T23:59:59.999Z";"2023-12-29T14:43:00.000Z";"2023-12-29T22:21:00.000Z";"2783";206753.4677728761;209252.1663690861;201010.2128371203;204287.3100292354;126144302153.1275;4000149881399.924;"2023-12-29T23:59:59.999Z"
"2023-12-28T00:00:00.000Z";"2023-12-28T23:59:59.999Z";"2023-12-28T00:39:00.000Z";"2023-12-28T16:28:00.000Z";"2783";209838.3793277454;211476.3432496366;204859.8631855979;206830.3453341952;110992029814.3811;4029873038742.353;"2023-12-28T23:59:59.999Z"
"2023-12-27T00:00:00.000Z";"2023-12-27T23:59:59.999Z";"2023-12-27T22:18:00.000Z";"2023-12-27T03:34:00.000Z";"2783";204726.4684812343;210884.8222897379;203041.1312453156;209729.0689507815;121631456328.38673;4096221432700.909;"2023-12-27T23:59:59.999Z"
"2023-12-26T00:00:00.000Z";"2023-12-26T23:59:59.999Z";"2023-12-26T00:01:00.000Z";"2023-12-26T17:40:00.000Z";"2783";213309.7691448093;213326.0504673473;200997.3758198761;204727.2291964549;146904656898.14297;4073546529113.7407;"2023-12-26T23:59:59.999Z"
"2023-12-25T00:00:00.000Z";"2023-12-25T23:59:59.999Z";"2023-12-25T13:03:00.000Z";"2023-12-25T00:44:00.000Z";"2783";209033.5349224383;214118.2187016971;207884.4135069409;213374.811700106;102623821289.2809;4150395646281.2466;"2023-12-25T23:59:59.999Z"
"2023-12-24T00:00:00.000Z";"2023-12-24T23:59:59.999Z";"2023-12-24T04:13:00.000Z";"2023-12-24T22:17:00.000Z";"2783";212480.5031805006;213535.6838196829;207946.5601242472;209060.4824448311;91499545353.30612;4092596160720.4985;"2023-12-24T23:59:59.999Z"
"2023-12-23T00:00:00.000Z";"2023-12-23T23:59:59.999Z";"2023-12-23T00:02:00.000Z";"2023-12-23T04:13:00.000Z";"2783";213855.2731532411;213872.2796972651;210644.2373559219;212534.8091989832;65634383476.38997;4161110650900.696;"2023-12-23T23:59:59.999Z"
"2023-12-22T00:00:00.000Z";"2023-12-22T23:59:59.999Z";"2023-12-22T06:35:00.000Z";"2023-12-22T14:30:00.000Z";"2783";214225.4213962904;216653.1204612431;211319.1089071837;213785.8029509677;102688489755.81488;4206398021136.7314;"2023-12-22T23:59:59.999Z"
"2023-12-21T00:00:00.000Z";"2023-12-21T23:59:59.999Z";"2023-12-21T13:56:00.000Z";"2023-12-21T02:51:00.000Z";"2783";214578.5469714714;215990.2463923845;213001.8727990876;214226.2243799549;110380043761.06128;4222043949732.1016;"2023-12-21T23:59:59.999Z"
"2023-12-20T00:00:00.000Z";"2023-12-20T23:59:59.999Z";"2023-12-20T15:15:00.000Z";"2023-12-20T02:09:00.000Z";"2783";205728.0090749287;216038.3017084005;205558.254718813;214598.8196768419;135665844991.71455;4159863317275.7183;"2023-12-20T23:59:59.999Z"
"2023-12-19T00:00:00.000Z";"2023-12-19T23:59:59.999Z";"2023-12-19T02:01:00.000Z";"2023-12-19T17:59:00.000Z";"2783";208832.5321184251;212323.3321517581;203292.7193712656;205781.3753523713;113477661673.57068;4052339492138.7104;"2023-12-19T23:59:59.999Z"
"2023-12-18T00:00:00.000Z";"2023-12-18T23:59:59.999Z";"2023-12-18T21:49:00.000Z";"2023-12-18T10:38:00.000Z";"2783";204249.1196986794;209214.1111211812;200279.9482309898;208744.5165929925;124603021762.3255;4121279716501.491;"2023-12-18T23:59:59.999Z"
"2023-12-17T00:00:00.000Z";"2023-12-17T23:59:59.999Z";"2023-12-17T17:15:00.000Z";"2023-12-17T23:38:00.000Z";"2783";208566.1266180161;209364.9018117975;203885.2659497744;204330.4466349565;82361102671.97556;3998026682432.9463;"2023-12-17T23:59:59.999Z"
"2023-12-16T00:00:00.000Z";"2023-12-16T23:59:59.999Z";"2023-12-16T16:45:00.000Z";"2023-12-16T00:40:00.000Z";"2783";207092.7586741015;210683.7655738906;206032.9066076463;208585.9320390716;71043109388.18144;4082439898736.038;"2023-12-16T23:59:59.999Z"
"2023-12-15T00:00:00.000Z";"2023-12-15T23:59:59.999Z";"2023-12-15T00:30:00.000Z";"2023-12-15T15:47:00.000Z";"2783";211526.880394634;211828.3592321689;205904.8502611053;207053.3399199842;96547499141.71844;4034123427233;"2023-12-15T23:59:59.999Z"
"2023-12-14T00:00:00.000Z";"2023-12-14T23:59:59.999Z";"2023-12-14T17:49:00.000Z";"2023-12-14T13:31:00.000Z";"2783";210986.2840170132;212584.8422278952;204500.0287025592;211505.8462251368;125843810622.44423;4142474296602.7427;"2023-12-14T23:59:59.999Z"
"2023-12-13T00:00:00.000Z";"2023-12-13T23:59:59.999Z";"2023-12-13T22:16:00.000Z";"2023-12-13T04:21:00.000Z";"2783";205932.4014711648;213670.1776788948;201997.2596018936;211022.4444092582;133078295290.38565;4168131199780.781;"2023-12-13T23:59:59.999Z"
"2023-12-12T00:00:00.000Z";"2023-12-12T23:59:59.999Z";"2023-12-12T08:49:00.000Z";"2023-12-12T18:00:00.000Z";"2783";203645.1132263712;207684.9820393537;202097.4486183304;205833.5133534229;122366226315.00064;4005407280111.03;"2023-12-12T23:59:59.999Z"
"2023-12-11T00:00:00.000Z";"2023-12-11T23:59:59.999Z";"2023-12-11T00:10:00.000Z";"2023-12-11T19:42:00.000Z";"2783";215754.3384165262;215754.3384165262;198539.9811010309;203657.9245242771;200188886066.6272;3976065499522.561;"2023-12-11T23:59:59.999Z"
"2023-12-10T00:00:00.000Z";"2023-12-10T23:59:59.999Z";"2023-12-10T21:10:00.000Z";"2023-12-10T23:22:00.000Z";"2783";215642.1502937198;217152.3495710296;214775.2162295847;215693.6374797126;64110574066.79678;4224276928976.009;"2023-12-10T23:59:59.999Z"
"2023-12-09T00:00:00.000Z";"2023-12-09T23:59:59.999Z";"2023-12-09T05:31:00.000Z";"2023-12-09T23:36:00.000Z";"2783";217895.8632915404;218789.7212509577;215145.1327353789;215630.326435426;85660012564.65222;4219417681509.3555;"2023-12-09T23:59:59.999Z"
"2023-12-08T00:00:00.000Z";"2023-12-08T23:59:59.999Z";"2023-12-08T21:26:00.000Z";"2023-12-08T10:21:00.000Z";"2783";212638.5616076314;220465.2472689452;211818.5119598801;217829.67434751;119946756718.54346;4244102377197.0806;"2023-12-08T23:59:59.999Z"
"2023-12-07T00:00:00.000Z";"2023-12-07T23:59:59.999Z";"2023-12-07T04:40:00.000Z";"2023-12-07T09:28:00.000Z";"2783";214586.9189177048;215923.1920465798;210222.3872561414;212636.2496772949;135489843841.56534;4152404472981.2837;"2023-12-07T23:59:59.999Z"
"2023-12-06T00:00:00.000Z";"2023-12-06T23:59:59.999Z";"2023-12-06T14:29:00.000Z";"2023-12-06T11:35:00.000Z";"2783";217279.2555340183;217279.2555340183;214359.9843119869;214475.6976530357;147431196807.88528;4218446813827.1797;"2023-12-06T23:59:59.999Z"
"2023-12-05T00:00:00.000Z";"2023-12-05T23:59:59.999Z";"2023-12-05T22:30:00.000Z";"2023-12-05T07:45:00.000Z";"2783";207605.2826902536;218965.8081400245;204823.0174939734;217277.8777349371;179549079312.2803;4263778240019.658;"2023-12-05T23:59:59.999Z"
"2023-12-04T00:00:00.000Z";"2023-12-04T23:59:59.999Z";"2023-12-04T22:20:00.000Z";"2023-12-04T00:00:00.000Z";"2783";196899.3836113144;209477.4548843855;196899.3836113144;207583.1959075607;196296062706.91748;4044408354202.247;"2023-12-04T23:59:59.999Z"
"2023-12-03T00:00:00.000Z";"2023-12-03T23:59:59.999Z";"2023-12-03T23:11:00.000Z";"2023-12-03T03:13:00.000Z";"2783";192648.0557838078;196898.2171899346;191798.626654797;196898.2171899346;76965579867.10481;3816561160634.281;"2023-12-03T23:59:59.999Z"
"2023-12-02T00:00:00.000Z";"2023-12-02T23:59:59.999Z";"2023-12-02T21:54:00.000Z";"2023-12-02T00:32:00.000Z";"2783";188826.8932189559;193657.0213209863;188647.8584573543;192668.1922081882;75815414207.63582;3768434356361.0845;"2023-12-02T23:59:59.999Z"
"2023-12-01T00:00:00.000Z";"2023-12-01T23:59:59.999Z";"2023-12-01T16:35:00.000Z";"2023-12-01T00:28:00.000Z";"2783";185742.3384054554;190189.5487476687;185309.5785276397;188824.3052516335;115788704817.55615;3726319983533.696;"2023-12-01T23:59:59.999Z"
"2023-11-30T00:00:00.000Z";"2023-11-30T23:59:59.999Z";"2023-11-30T04:16:00.000Z";"2023-11-30T15:50:00.000Z";"2783";185731.5047909922;187127.2570779273;184942.2066029927;185712.6551266257;88869764377.07257;3618178836229.808;"2023-11-30T23:59:59.999Z"
"2023-11-29T00:00:00.000Z";"2023-11-29T23:59:59.999Z";"2023-11-29T08:58:00.000Z";"2023-11-29T15:14:00.000Z";"2783";184262.3078280647;186889.0096289596;183387.908006003;185726.200134159;100974969333.45804;3606612441899.245;"2023-11-29T23:59:59.999Z"
"2023-11-28T00:00:00.000Z";"2023-11-28T23:59:59.999Z";"2023-11-28T19:43:00.000Z";"2023-11-28T05:39:00.000Z";"2783";182403.4127831133;186967.5309221361;180655.6646056617;184282.7903535964;106245982958.29393;3622864851851.206;"2023-11-28T23:59:59.999Z"
"2023-11-27T00:00:00.000Z";"2023-11-27T23:59:59.999Z";"2023-11-27T01:08:00.000Z";"2023-11-27T16:02:00.000Z";"2783";183592.3214050254;184172.2950376255;180615.8496806609;182433.6648792618;93148218242.2571;3570926730512.757;"2023-11-27T23:59:59.999Z"
"2023-11-26T00:00:00.000Z";"2023-11-26T23:59:59.999Z";"2023-11-26T08:35:00.000Z";"2023-11-26T17:02:00.000Z";"2783";185295.173824526;185410.2453012916;182186.6614501993;183714.5245139974;67382488245.28226;3592793313238.08;"2023-11-26T23:59:59.999Z"
