timeOpen;timeClose;timeHigh;timeLow;name;open;high;low;close;volume;marketCap;timestamp
"2014-12-31T00:00:00.000Z";"2014-12-31T23:59:59.999Z";"2014-12-31T23:59:01.000Z";"2014-12-31T03:29:01.000Z";"2783";826.098501893;850.7527828378;824.2306231088;850.7527828378;37046285.30003949;11631045650.077158;"2014-12-31T23:59:59.999Z"
"2014-12-30T00:00:00.000Z";"2014-12-30T23:59:59.999Z";"2014-12-30T04:09:01.000Z";"2014-12-30T11:24:00.000Z";"2783";844.9354502686;850.582411374;825.6282077035;825.6282077035;33850213.770002395;11475131670.411121;"2014-12-30T23:59:59.999Z"
"2014-12-29T00:00:00.000Z";"2014-12-29T23:59:59.999Z";"2014-12-29T01:09:01.000Z";"2014-12-29T23:54:01.000Z";"2783";847.4673875419;854.3122179405;843.8223017701;844.8031092805;32816918.749969643;11396275324.125084;"2014-12-29T23:59:59.999Z"
"2014-12-28T00:00:00.000Z";"2014-12-28T23:59:59.999Z";"2014-12-28T00:39:00.000Z";"2014-12-28T11:39:01.000Z";"2783";843.3568097679;853.6747303764;829.8005728142;846.2350689689;31147330.49997119;11559316673.429558;"2014-12-28T23:59:59.999Z"
"2014-12-27T00:00:00.000Z";"2014-12-27T23:59:59.999Z";"2014-12-27T00:19:00.000Z";"2014-12-27T19:59:00.000Z";"2783";873.827673339;877.370121154;833.9405380241;842.5645700828;40506520.99996253;11505640246.653107;"2014-12-27T23:59:59.999Z"
"2014-12-26T00:00:00.000Z";"2014-12-26T23:59:59.999Z";"2014-12-26T21:24:01.000Z";"2014-12-26T02:59:00.000Z";"2783";860.178492115;884.0735499565;853.3731285652;874.7372999565;44229579.60003828;12065611743.792364;"2014-12-26T23:59:59.999Z"
"2014-12-25T00:00:00.000Z";"2014-12-25T23:59:59.999Z";"2014-12-25T00:24:01.000Z";"2014-12-25T19:29:01.000Z";"2783";868.6252561531;869.6602201912;854.265222657;859.7903497566;26638386.528023057;11734332876.090797;"2014-12-25T23:59:59.999Z"
"2014-12-24T00:00:00.000Z";"2014-12-24T23:59:59.999Z";"2014-12-24T00:19:02.000Z";"2014-12-24T21:44:01.000Z";"2783";900.7329008062;901.6918244665;866.0571005241;869.2936275886;40654128.51002404;11853997959.17042;"2014-12-24T23:59:59.999Z"
"2014-12-23T00:00:00.000Z";"2014-12-23T23:59:59.999Z";"2014-12-23T21:04:00.000Z";"2014-12-23T02:04:01.000Z";"2783";884.559686848;905.8562577032;878.1256210826;901.2365720678;44156983.64005232;12158331230.222645;"2014-12-23T23:59:59.999Z"
"2014-12-22T00:00:00.000Z";"2014-12-22T23:59:59.999Z";"2014-12-22T06:19:01.000Z";"2014-12-22T05:04:00.000Z";"2783";853.816114221;888.5173497861;852.1061700376;884.2106447764;59342545.42998478;12035208261.052649;"2014-12-22T23:59:59.999Z"
"2014-12-21T00:00:00.000Z";"2014-12-21T23:59:59.999Z";"2014-12-21T00:09:00.000Z";"2014-12-21T05:04:01.000Z";"2783";876.353697952;876.5823938566;848.0587881529;853.2177554899;40441570.67998963;11631299546.792742;"2014-12-21T23:59:59.999Z"
"2014-12-20T00:00:00.000Z";"2014-12-20T23:59:59.999Z";"2014-12-20T23:29:02.000Z";"2014-12-20T01:44:00.000Z";"2783";844.6441748869;878.4333049619;840.4558260801;877.4519739195;55464222.30998577;11958727373.710823;"2014-12-20T23:59:59.999Z"
"2014-12-19T00:00:00.000Z";"2014-12-19T23:59:59.999Z";"2014-12-19T23:04:00.000Z";"2014-12-19T03:49:00.000Z";"2783";828.4518133505;847.0747789823;816.7111418479;845.2398554899;63424239.12993169;11529893048.55142;"2014-12-19T23:59:59.999Z"
"2014-12-18T00:00:00.000Z";"2014-12-18T23:59:59.999Z";"2014-12-18T03:29:00.000Z";"2014-12-18T08:09:00.000Z";"2783";868.056392441;878.7081209261;825.8377494203;829.0295603995;106335108.50002153;11514612593.703682;"2014-12-18T23:59:59.999Z"
"2014-12-17T00:00:00.000Z";"2014-12-17T23:59:59.999Z";"2014-12-17T01:19:00.000Z";"2014-12-17T18:59:00.000Z";"2783";894.9943910828;914.4328702087;851.036482555;868.0319546511;102868423.77999869;11924919459.474567;"2014-12-17T23:59:59.999Z"
"2014-12-16T00:00:00.000Z";"2014-12-16T23:59:59.999Z";"2014-12-16T00:09:00.000Z";"2014-12-16T23:59:00.000Z";"2783";931.6578807869;932.1592004891;895.5612004883;895.5612004883;83187078.480072;12002271655.75075;"2014-12-16T23:59:59.999Z"
